,YouTubeID,Title,Description,Duration,Duration_HHMMSS,Duration_Seconds
562,kqpPY4c_32I,A Mulher do Fluxo de Sangue e a Filha de Jairo - Língua de Sinais de Moçambique - KGH - Intro,"A Mulher do Fluxo de Sangue e a Filha de Jairo - Marcos 5.21-43
Língua de Sinais de Moçambique - Conheça a Deus como história 22",PT2M13S,0:2:13,133.0
563,TnUzqW2peQg,A Mulher do Fluxo de Sangue e a Filha de Jairo - Língua de Sinais de Moçambique - KGH - Tema,"A Mulher do Fluxo de Sangue e a Filha de Jairo - Marcos 5.21-43
Língua de Sinais de Moçambique - Conheça a Deus como história 22",PT36S,0:0:36,36.0
564,yfK5ZECHU74,Jesus Acalma a Tempestade e Expulsa Espíritos Imundos - Língua de Sinais de Moçambique - KGH-Diálogo,"Jesus Acalma a Tempestade e Expulsa Espíritos Imundos - Marcos 4.35-41, 5.1-20
Língua de Sinais de Moçambique - Conheça a Deus como história 21",PT8M23S,0:8:23,503.0
565,mrjWH5qze3s,Jesus Acalma a Tempestade e Expulsa Espíritos Imundos - Língua de Sinais de Moçambique-KGH-História,"Jesus Acalma a Tempestade e Expulsa Espíritos Imundos - Marcos 4.35-41, 5.1-20
Língua de Sinais de Moçambique - Conheça a Deus como história 21",PT7M15S,0:7:15,435.0
566,OOO4ATuVrPw,Jesus Acalma a Tempestade e Expulsa Espíritos Imundos-Língua de Sinais de Moçambique-KGH-Mais Inform,"Jesus Acalma a Tempestade e Expulsa Espíritos Imundos - Marcos 4.35-41, 5.1-20
Língua de Sinais de Moçambique - Conheça a Deus como história 21",PT3M38S,0:3:38,218.0
567,vFgF0N3SC6E,Jesus Acalma a Tempestade e Expulsa Espíritos Imundos - Língua de Sinais de Moçambique - KGH - Intro,"Jesus Acalma a Tempestade e Expulsa Espíritos Imundos - Marcos 4.35-41, 5.1-20
Língua de Sinais de Moçambique - Conheça a Deus como história 21",PT2M15S,0:2:15,135.0
568,_tCtWASg9w4,Jesus Acalma a Tempestade e Expulsa Espíritos Imundos - Língua de Sinais de Moçambique - KGH - Tema,"Jesus Acalma a Tempestade e Expulsa Espíritos Imundos - Marcos 4.35-41, 5.1-20
Língua de Sinais de Moçambique - Conheça a Deus como história 21",PT33S,0:0:33,33.0
569,bXjfxg3CCh0,Uma Mulher Lava os Pés  de Jesus - Língua de Sinais de Moçambique - KGH - Diálogo,"Uma Mulher Lava os Pés  de Jesus - Lucas 7.36-50
Língua de Sinais de Moçambique - Conheça a Deus como história 20",PT6M30S,0:6:30,390.0
570,rjMSKUcJfXE,Uma Mulher Lava os Pés  de Jesus - Língua de Sinais de Moçambique - KGH - Mais Inform,"Uma Mulher Lava os Pés  de Jesus - Lucas 7.36-50
Língua de Sinais de Moçambique - Conheça a Deus como história 20",PT5M,0:5:0,300.0
571,L0G1FUanF18,Uma Mulher Lava os Pés  de Jesus - Língua de Sinais de Moçambique - KGH - História,"Uma Mulher Lava os Pés  de Jesus - Lucas 7.36-50
Língua de Sinais de Moçambique - Conheça a Deus como história 20",PT4M31S,0:4:31,271.0
