,YouTubeID,Title,Description,Duration,Duration_HHMMSS,Duration_Seconds
173,q14C9VyvMPw,Jewish Leaders Question Jesus - South Sudan Sign Language - FGH - Dialogue,"Jewish Leaders Question Jesus: Matthew 26:47-75, 27:1-5
South Sudan Sign Language - Follow God How Story 69",PT14M34S,0:14:34,874.0
174,O9YEjcIjol8,Jewish Leaders Question Jesus - South Sudan Sign Language - FGH - Story,"Jewish Leaders Question Jesus: Matthew 26:47-75, 27:1-5
South Sudan Sign Language - Follow God How Story 69",PT12M7S,0:12:7,727.0
175,mh5C5kmSMM0,Jewish Leaders Question Jesus - South Sudan Sign Language - FGH - More Info,"Jewish Leaders Question Jesus: Matthew 26:47-75, 27:1-5
South Sudan Sign Language - Follow God How Story 69",PT1M48S,0:1:48,108.0
176,DyTZYGscSvk,Jewish Leaders Question Jesus - South Sudan Sign Language - FGH - Intro,"Jewish Leaders Question Jesus: Matthew 26:47-75, 27:1-5
South Sudan Sign Language - Follow God How Story 69",PT2M23S,0:2:23,143.0
177,QYfHkrHpHMQ,Jewish Leaders Question Jesus - South Sudan Sign Language - FGH - Topic,"Jewish Leaders Question Jesus: Matthew 26:47-75, 27:1-5
South Sudan Sign Language - Follow God How Story 69",PT19S,0:0:19,19.0
178,JQZ0JnxEO-4,Jesus Prays in Gethsemane - South Sudan Sign Language - FGH - Story,"Jesus Prays in Gethsemane: Matthew 26:36-39, 26:40-46, Luke 22:43-44
South Sudan Sign Language - Follow God How Story 68",PT5M18S,0:5:18,318.0
179,TzBh8zGIV7o,Jesus Prays in Gethsemane - South Sudan Sign Language - FGH - Dialogue,"Jesus Prays in Gethsemane: Matthew 26:36-39, 26:40-46, Luke 22:43-44
South Sudan Sign Language - Follow God How Story 68",PT5M8S,0:5:8,308.0
180,TcDpIsHe5wg,Jesus Prays in Gethsemane - South Sudan Sign Language - FGH - More Info,"Jesus Prays in Gethsemane: Matthew 26:36-39, 26:40-46, Luke 22:43-44
South Sudan Sign Language - Follow God How Story 68",PT4M44S,0:4:44,284.0
181,YGRtQ1fJrVo,Jesus Prays in Gethsemane - South Sudan Sign Language - FGH - Intro,"Jesus Prays in Gethsemane: Matthew 26:36-39, 26:40-46, Luke 22:43-44
South Sudan Sign Language - Follow God How Story 68",PT2M32S,0:2:32,152.0
182,zVM-OW-rfGw,Jesus Prays in Gethsemane - South Sudan Sign Language - FGH - Topic,"Jesus Prays in Gethsemane: Matthew 26:36-39, 26:40-46, Luke 22:43-44
South Sudan Sign Language - Follow God How Story 68",PT15S,0:0:15,15.0
183,AESNwSBhOdM,Jesus is the True Vine - South Sudan Sign Language - FGH - Dialogue,"Jesus is the True Vine: John 15:1-8
South Sudan Sign Language - Follow God How Story 67",PT12M24S,0:12:24,744.0
184,Ji4ePaAjvt0,Jesus is the True Vine - South Sudan Sign Language - FGH - Story,"Jesus is the True Vine: John 15:1-8
South Sudan Sign Language - Follow God How Story 67",PT3M28S,0:3:28,208.0
185,EIlqfNZx54w,Jesus is the True Vine - South Sudan Sign Language - FGH - More Info,"Jesus is the True Vine: John 15:1-8
South Sudan Sign Language - Follow God How Story 67",PT3M27S,0:3:27,207.0
186,_VKfqV6v24A,Jesus is the True Vine - South Sudan Sign Language - FGH - Intro,"Jesus is the True Vine: John 15:1-8
South Sudan Sign Language - Follow God How Story 67",PT1M27S,0:1:27,87.0
187,9AftvroNR9g,Jesus is the True Vine - South Sudan Sign Language - FGH - Topic,"Jesus is the True Vine: John 15:1-8
South Sudan Sign Language - Follow God How Story 67",PT15S,0:0:15,15.0
188,aPoKIK0pzzE,The Last Supper - South Sudan Sign Language - FGH - Dialogue,"The Last Supper (The Lord's Supper): Luke 22:7-14,  Matthew 26;21-36
South Sudan Sign Language - Follow God How Story 66",PT18M16S,0:18:16,1096.0
189,ckuOfdlj1QM,The Last Supper - South Sudan Sign Language - FGH - Story,"The Last Supper (The Lord's Supper): Luke 22:7-14,  Matthew 26;21-36
South Sudan Sign Language - Follow God How Story 66",PT8M15S,0:8:15,495.0
190,f90ttdzPWQ0,The Last Supper - South Sudan Sign Language - FGH - More Info,"The Last Supper (The Lord's Supper): Luke 22:7-14,  Matthew 26;21-36
South Sudan Sign Language - Follow God How Story 66",PT2M50S,0:2:50,170.0
191,EiGKux3WnjE,The Last Supper - South Sudan Sign Language - FGH - Intro,"The Last Supper (The Lord's Supper): Luke 22:7-14,  Matthew 26;21-36
South Sudan Sign Language - Follow God How Story 66",PT4M22S,0:4:22,262.0
192,d0N2qlAsh4I,The Last Supper - South Sudan Sign Language - FGH - Topic,"The Last Supper (The Lord's Supper): Luke 22:7-14,  Matthew 26;21-36
South Sudan Sign Language - Follow God How Story 66",PT17S,0:0:17,17.0
193,lacZrdb87d8,Jesus Visits Zacchaeus - South Sudan Sign Language - FGH - Dialogue,"Jesus Visits Zacchaeus: Luke 19:1-10
South Sudan Sign Language - Follow God How Story 65",PT13M1S,0:13:1,781.0
194,KE8Kg4Hrdb8,Jesus Visits Zacchaeus - South Sudan Sign Language - FGH - Story,"Jesus Visits Zacchaeus: Luke 19:1-10
South Sudan Sign Language - Follow God How Story 65",PT3M22S,0:3:22,202.0
195,1Bbe4QaNQZQ,Jesus Visits Zacchaeus - South Sudan Sign Language - FGH - More Info,"Jesus Visits Zacchaeus: Luke 19:1-10
South Sudan Sign Language - Follow God How Story 65",PT1M39S,0:1:39,99.0
196,kAfV-5Zwcy0,Jesus Visits Zacchaeus - South Sudan Sign Language - FGH - Intro,"Jesus Visits Zacchaeus: Luke 19:1-10
South Sudan Sign Language - Follow God How Story 65",PT2M45S,0:2:45,165.0
197,njb4XX77pTg,Jesus Visits Zacchaeus - South Sudan Sign Language - FGH - Topic,"Jesus Visits Zacchaeus: Luke 19:1-10
South Sudan Sign Language - Follow God How Story 65",PT16S,0:0:16,16.0
198,_y48XTzeqD4,Divorce - South Sudan Sign Language - FGH - Dialogue,"Divorce: Matthew 19:3-9
South Sudan Sign Language - Follow God How Story 64",PT5M2S,0:5:2,302.0
199,9FLbFd51ww8,Divorce - South Sudan Sign Language - FGH - Story,"Divorce: Matthew 19:3-9
South Sudan Sign Language - Follow God How Story 64",PT3M14S,0:3:14,194.0
200,JpS3xAOZowk,Divorce - South Sudan Sign Language - FGH - Intro,"Divorce: Matthew 19:3-9
South Sudan Sign Language - Follow God How Story 64",PT56S,0:0:56,56.0
201,4zMh3-Yk2NU,Divorce - South Sudan Sign Language - FGH - Topic,"Divorce: Matthew 19:3-9
South Sudan Sign Language - Follow God How Story 64",PT12S,0:0:12,12.0
202,aK-VsyjqlBQ,Jesus Raises Lazarus from the Dead - South Sudan Sign Language - FGH - Story,"Jesus Raises Lazarus from the Dead: John 11:1-53
South Sudan Sign Language - Follow God How Story 63",PT16M28S,0:16:28,988.0
203,jwh9qdOsFe0,Jesus Raises Lazarus from the Dead - South Sudan Sign Language - FGH - Dialogue,"Jesus Raises Lazarus from the Dead: John 11:1-53
South Sudan Sign Language - Follow God How Story 63",PT4M25S,0:4:25,265.0
204,KJSDsUC7Uo8,Jesus Raises Lazarus from the Dead - South Sudan Sign Language - FGH - More Info,"Jesus Raises Lazarus from the Dead: John 11:1-53
South Sudan Sign Language - Follow God How Story 63",PT5M8S,0:5:8,308.0
205,21Ck0Pml9Ic,Jesus Raises Lazarus from the Dead - South Sudan Sign Language - FGH - Intro,"Jesus Raises Lazarus from the Dead: John 11:1-53
South Sudan Sign Language - Follow God How Story 63",PT3M3S,0:3:3,183.0
206,bsDZyqjgAV0,Jesus Raises Lazarus from the Dead - South Sudan Sign Language - FGH - Topic,"Jesus Raises Lazarus from the Dead: John 11:1-53
South Sudan Sign Language - Follow God How Story 63",PT14S,0:0:14,14.0
207,V-dDtTcBB_Y,The Rich Man and Lazarus - South Sudan Sign Language - FGH - Dialogue,"The Rich Man and Lazarus: Luke 16:19-31
South Sudan Sign Language - Follow God How Story 62",PT9M54S,0:9:54,594.0
208,KthVU8hQhdI,The Rich Man and Lazarus - South Sudan Sign Language - FGH - Story,"The Rich Man and Lazarus: Luke 16:19-31
South Sudan Sign Language - Follow God How Story 62",PT6M43S,0:6:43,403.0
209,rlxVfXPwEMs,The Rich Man and Lazarus - South Sudan Sign Language - FGH - Intro,"The Rich Man and Lazarus: Luke 16:19-31
South Sudan Sign Language - Follow God How Story 62",PT3M4S,0:3:4,184.0
210,3e8TbaCTNX8,The Rich Man and Lazarus - South Sudan Sign Language - FGH - Topic,"The Rich Man and Lazarus: Luke 16:19-31
South Sudan Sign Language - Follow God How Story 62",PT20S,0:0:20,20.0
211,wOeJB9TouN0,"Jesus Tells the Stories of a Lost Sheep, Coin and Son - South Sudan Sign Language - FGH - Dialogue","Jesus Tells the Stories of a Lost Sheep, Coin and Son: Luke 15:1-32
South Sudan Sign Language - Follow God How Story 61",PT10M19S,0:10:19,619.0
212,rDqirpADho8,"Jesus Tells the Stories of a Lost Sheep, Coin and Son - South Sudan Sign Language - FGH - Story","Jesus Tells the Stories of a Lost Sheep, Coin and Son: Luke 15:1-32
South Sudan Sign Language - Follow God How Story 61",PT9M44S,0:9:44,584.0
213,-P7u-1bzUxc,"Jesus Tells the Stories of a Lost Sheep, Coin and Son - South Sudan Sign Language - FGH - Intro","Jesus Tells the Stories of a Lost Sheep, Coin and Son: Luke 15:1-32
South Sudan Sign Language - Follow God How Story 61",PT1M44S,0:1:44,104.0
214,xx1F5zMbVus,"Jesus Tells the Stories of a Lost Sheep, Coin and Son - South Sudan Sign Language - FGH - Topic","Jesus Tells the Stories of a Lost Sheep, Coin and Son: Luke 15:1-32
South Sudan Sign Language - Follow God How Story 61",PT23S,0:0:23,23.0
215,mETJHbKeio4,How to Love God and People - South Sudan Sign Language - FGH - Story,"How to Love God and People: Luke 10:25-37
South Sudan Sign Language - Follow God How Story 60",PT8M28S,0:8:28,508.0
216,ubltcn6GY5k,How to Love God and People - South Sudan Sign Language - FGH - Dialogue,"How to Love God and People: Luke 10:25-37
South Sudan Sign Language - Follow God How Story 60",PT5M56S,0:5:56,356.0
217,D9wfpAIYfkU,How to Love God and People - South Sudan Sign Language - FGH - Intro,"How to Love God and People: Luke 10:25-37
South Sudan Sign Language - Follow God How Story 60",PT1M35S,0:1:35,95.0
218,Wix_rkUMBBk,How to Love God and People - South Sudan Sign Language - FGH - Topic,"How to Love God and People: Luke 10:25-37
South Sudan Sign Language - Follow God How Story 60",PT12S,0:0:12,12.0
219,-x2g2trfU3M,Jesus Sends the 72 Followers in Groups of Two - South Sudan Sign Language - FGH - Dialogue,"Jesus Sends 72 Followers in Groups of Two: Luke 10:1-20
South Sudan Sign Language - Follow God How Story 59",PT7M27S,0:7:27,447.0
220,44Vs5t2BbPU,Jesus Sends the 72 Followers in Groups of Two - South Sudan Sign Language - FGH - More Info,"Jesus Sends 72 Followers in Groups of Two: Luke 10:1-20
South Sudan Sign Language - Follow God How Story 59",PT6M2S,0:6:2,362.0
221,pSp7RLoPISE,Jesus Sends 72 Followers in Groups of Two - South Sudan Sign Language - FGH - Story,"Jesus Sends 72 Followers in Groups of Two: Luke 10:1-20
South Sudan Sign Language - Follow God How Story 59",PT8M25S,0:8:25,505.0
222,xpvKm3akeKY,Jesus Sends the 72 Followers in Groups of Two - South Sudan Sign Language - FGH - Intro,"Jesus Sends 72 Followers in Groups of Two: Luke 10:1-20
South Sudan Sign Language - Follow God How Story 59",PT2M52S,0:2:52,172.0
223,s1Ke3j043Dg,Jesus Sends 72 Followers in Groups of Two - South Sudan Sign Langauge - FGH - Topic,"Jesus Sends 72 Followers in Groups of Two: Luke 10:1-20
South Sudan Sign Language - Follow God How Story 59",PT15S,0:0:15,15.0
224,j1YNqiaXymQ,Jesus Heals a Blind Man - South Sudan Sign Language - FGH - Dialogue,"Jesus Heals a Blind Man: John 9:1-41
South Sudan Sign Language - Follow God How Story 58",PT18M30S,0:18:30,1110.0
225,5CWB9S7P-WY,Jesus Heals a Blind Man - South Sudan Sign Language - FGH - Story,"Jesus Heals a Blind Man: John 9:1-41
South Sudan Sign Language - Follow God How Story 58",PT18M43S,0:18:43,1123.0
226,22_ESOCVJlM,Jesus Heals a Blind Man - South Sudan Sign Language - FGH - Intro,"Jesus Heals a Blind Man: John 9:1-41
South Sudan Sign Language - Follow God How Story 58",PT2M36S,0:2:36,156.0
227,nJyJ0UMxxH4,Jesus Heals a Blind Man - South Sudan Sign Language - FGH - Topic,"Jesus Heals a Blind Man: John 9:1-41
South Sudan Sign Language - Follow God How Story 58",PT15S,0:0:15,15.0
228,2YHdEtmH01w,Pharisees Bring an Adulterous Woman to Jesus - South Sudan Sign Language - FGH - Dialogue,"Pharisees Bring an Adulterous Woman to Jesus: John 8:2-11
South Sudan Sign Language - Follow God How Story 57",PT18M57S,0:18:57,1137.0
229,l4c1oeHX-9o,Pharisees Bring an Adulterous Woman to Jesus - South Sudan Sign Language - FGH - Story,"Pharisees Bring an Adulterous Woman to Jesus: John 8:2-11
South Sudan Sign Language - Follow God How Story 57",PT3M36S,0:3:36,216.0
230,OV3U7TwGDds,Pharisees Bring an Adulterous Woman to Jesus - South Sudan Sign Language - FGH - Intro,"Pharisees Bring an Adulterous Woman to Jesus: John 8:2-11
South Sudan Sign Language - Follow God How Story 57",PT48S,0:0:48,48.0
231,Ib20d9Py1WI,Pharisees Bring an Adulterous Woman to Jesus - South Sudan Sign Language - FGH - Topic,"Pharisees Bring an Adulterous Woman to Jesus: John 8:2-11
South Sudan Sign Language - Follow God How Story 57",PT22S,0:0:22,22.0
232,H-4ZGIFNNfw,What to Do if a Believer Sins - South Sudan Sign Language - FGH - Dialogue,"What to Do if a Believer Sins: Matthew 18:15-17
South Sudan Sign Language - Follow God How Story 56",PT5M48S,0:5:48,348.0
233,-XjWudvxFmU,What to Do if a Believer Sins - South Sudan Sign Language - FGH - Story,"What to Do if a Believer Sins: Matthew 18:15-17
South Sudan Sign Language - Follow God How Story 56",PT2M48S,0:2:48,168.0
234,wNbLYr7-sp8,What to Do if a Believer Sins - South Sudan Sign Language - FGH - Intro,"What to Do if a Believer Sins: Matthew 18:15-17
South Sudan Sign Language - Follow God How Story 56",PT2M36S,0:2:36,156.0
235,x1E4TKl1px8,What to Do if a Believer Sins - South Sudan Sign Language - FGH - Topic,"What to Do if a Believer Sins: Matthew 18:15-17
South Sudan Sign Language - Follow God How Story 56",PT18S,0:0:18,18.0
236,dzyE6SNp3fk,Jesus Casts an Evil Spirit Out of a Boy - South Sudan Sign Language - FGH - Story,"Jesus Casts an Evil Spirit Out of a Boy: Mark 9:14-29
South Sudan Sign Language - Follow God How Story 55",PT6M14S,0:6:14,374.0
237,5AtDOXeRqZA,Jesus Casts an Evil Spirit Out of a Boy - South Sudan Sign Language - FGH - Dialogue,"Jesus Casts an Evil Spirit Out of a Boy: Mark 9:14-29
South Sudan Sign Language - Follow God How Story 55",PT4M14S,0:4:14,254.0
238,aF4rWTpLcE8,Jesus Casts an Evil Spirit Out of a Boy - South Sudan Sign Language - FGH - Intro,"Jesus Casts an Evil Spirit Out of a Boy: Mark 9:14-29
South Sudan Sign Language - Follow God How Story 55",PT1M59S,0:1:59,119.0
239,9kVU88062DI,Jesus Casts an Evil Spirit Out of a Boy - South Sudan Sign Language - FGH - Topic,"Jesus Casts an Evil Spirit Out of a Boy: Mark 9:14-29
South Sudan Sign Language - Follow God How Story 55",PT15S,0:0:15,15.0
240,P_Ar5oYKY_0,Pharisees Question Jesus' Disciples - South Sudan Sign Language - FGH - Dialogue,"Pharisees Question Jesus' Disciples: Matthew 15:1-20
South Sudan Sign Language - Follow God How Story 54",PT8M11S,0:8:11,491.0
241,ctmSZ9ixgxo,Pharisees Question Jesus' Disciples - South Sudan Sign Language - FGH - More Info,"Pharisees Question Jesus' Disciples: Matthew 15:1-20
South Sudan Sign Language - Follow God How Story 54",PT4M25S,0:4:25,265.0
242,76VLKRtTrho,Pharisees Question Jesus' Disciples - South Sudan Sign Language - FGH - Story,"Pharisees Question Jesus' Disciples: Matthew 15:1-20
South Sudan Sign Language - Follow God How Story 54",PT5M39S,0:5:39,339.0
243,THy7Ttzt-x4,Pharisees Question Jesus' Disciples - South Sudan Sign Language - FGH - Intro,"Pharisees Question Jesus' Disciples: Matthew 15:1-20
South Sudan Sign Language - Follow God How Story 54",PT2M9S,0:2:9,129.0
244,IE4MqAUlA70,Pharisees Question Jesus' Disciples - South Sudan Sign Language - FGH - Topic,"Pharisees Question Jesus' Disciples: Matthew 15:1-20
South Sudan Sign Language - Follow God How Story 54",PT17S,0:0:17,17.0
245,Ek64T7klaRQ,Jesus and the Deaf Man - South Sudan Sign Language - FGH - Dialogue,"Jesus and the Deaf Man: Mark 7:31-37
South Sudan Sign Language - Follow God How Story 53",PT11M21S,0:11:21,681.0
246,AuvWZ1Ndc_A,Jesus and the Deaf Man - South Sudan Sign Language - FGH - Story,"Jesus and the Deaf Man: Mark 7:31-37
South Sudan Sign Language - Follow God How Story 53",PT2M11S,0:2:11,131.0
247,CPa00jOLywk,Jesus and the Deaf Man - South Sudan Sign Language - FGH - More Info,"Jesus and the Deaf Man: Mark 7:31-37
South Sudan Sign Language - Follow God How Story 53",PT52S,0:0:52,52.0
248,HiPwCpI3JSg,Jesus and the Deaf Man - South Sudan Sign Language - FGH - Intro,"Jesus and the Deaf Man: Mark 7:31-37
South Sudan Sign Language - Follow God How Story 53",PT3M47S,0:3:47,227.0
249,4TTYbuQMRRo,Jesus and the Deaf Man - South Sudan Sign Language - FGH - Topic,"Jesus and the Deaf Man: Mark 7:31-37
South Sudan Sign Language - Follow God How Story 53",PT17S,0:0:17,17.0
250,9D0GFEF97sc,Jesus Walks on Water - South Sudan Sign Language - FGH - Dialogue,"Jesus Walks on Water: Matthew 14:22-33
South Sudan Sign Language - Follow God How Story 52",PT3M38S,0:3:38,218.0
251,vfBwak0Y3G4,Jesus Walks on Water - South Sudan Sign Language - FGH - Story,"Jesus Walks on Water: Matthew 14:22-33
South Sudan Sign Language - Follow God How Story 52",PT4M30S,0:4:30,270.0
252,KWhtw6BIZf0,Jesus Walks on Water - South Sudan Sign Langauge - FGH - Intro,"Jesus Walks on Water: Matthew 14:22-33
South Sudan Sign Language - Follow God How Story 52",PT4M21S,0:4:21,261.0
253,wW_BNSlY5xA,Jesus Walks on Water - South Sudan Sign Language - FGH - Topic,"Jesus Walks on Water: Matthew 14:22-33
South Sudan Sign Language - Follow God How Story 52",PT18S,0:0:18,18.0
254,WUEZy5b4aDg,Bleeding Woman and Jairus' Daughter - South Sudan Sign Language - FGH - Dialogue,"Bleeding Woman and Jairus' Daughter: Mark 5: 21-43
South Sudan Sign Language - Follow God How Story 51",PT14M30S,0:14:30,870.0
255,5MHMHhOG7Bc,Bleeding Woman and Jairus' Daughter - South Sudan Sign Language - FGH - Story,"Bleeding Woman and Jairus' Daughter: Mark 5: 21-43
South Sudan Sign Language - Follow God How Story 51",PT7M8S,0:7:8,428.0
256,BNkPAg_MQqA,Bleeding Woman and Jairus' Daughter - South Sudan Sign Language - FGH - More Info,"Bleeding Woman and Jairus' Daughter: Mark 5: 21-43
South Sudan Sign Language - Follow God How Story 51",PT4M4S,0:4:4,244.0
257,6BLDYC6mpic,Bleeding Woman and Jairus' Daughter - South Sudan Sign Language - FGH - Intro,"Bleeding Woman and Jairus' Daughter: Mark 5: 21-43
South Sudan Sign Language - Follow God How Story 51",PT4M45S,0:4:45,285.0
258,0qefY2alZO8,Bleeding Woman and Jairus' Daughter - South Sudan Sign Language - FGH - Topic,"Bleeding Woman and Jairus' Daughter: Mark 5: 21-43
South Sudan Sign Language - Follow God How Story 51",PT23S,0:0:23,23.0
259,xAGKxczxxzU,Jesus Calms the Storm and Orders Evil Spirits Out - South Sudan Sign Language - FGH - Dialogue,"Jesus Calms the Storm and Orders Evil Spirits Out: Mark 4:35-41, 5:1-20
South Sudan Sign Language - Follow God How Story 50",PT14M10S,0:14:10,850.0
260,Nx-Fzr9a1zA,Jesus Calms the Storm and Orders Evil Spirits Out - South Sudan Sign Language - FGH - Story,"Jesus Calms the Storm and Orders Evil Spirits Out: Mark 4:35-41, 5:1-20
South Sudan Sign Language - Follow God How Story 50",PT8M44S,0:8:44,524.0
261,1PHnMomVZAw,Jesus Calms the Storm and Orders Evil Spirits Out - South Sudan Sign Language - FGH - More Info,"Jesus Calms the Storm and Orders Evil Spirits Out: Mark 4:35-41, 5:1-20
South Sudan Sign Language - Follow God How Story 50",PT4M46S,0:4:46,286.0
262,YdajmgqF9K0,Jesus Calms the Storm and Orders Evil Spirits Out - South Sudan Sign Language - FGH - Intro,"Jesus Calms the Storm and Orders Evil Spirits Out: Mark 4:35-41, 5:1-20
South Sudan Sign Language - Follow God How Story 50",PT5M22S,0:5:22,322.0
263,pZ87YgEr-Cc,Jesus Calms the Storm and Orders Evil Spirits Out - South Sudan Sign Language - FGH - Topic,"Jesus Calms the Storm and Orders Evil Spirits Out: Mark 4:35-41, 5:1-20
South Sudan Sign Language - Follow God How Story 50",PT28S,0:0:28,28.0
264,fT_jFL_PjdY,A Woman Washes Jesus' Feet - South Sudan Sign Language - FGH - Dialogue,"A Woman Washes Jesus' Feet: Luke 7: 36-50
South Sudan Sign Language - Follow God How Story 49",PT11M59S,0:11:59,719.0
265,r34kff1gBG0,A Woman Washes Jesus' Feet - South Sudan Sign Language - FGH - More Info,"A Woman Washes Jesus' Feet: Luke 7: 36-50
South Sudan Sign Language - Follow God How Story 49",PT8M8S,0:8:8,488.0
266,iHx6xnZ2i5M,A Woman Washes Jesus' Feet - South Sudan Sign Language - FGH - Story,"A Woman Washes Jesus' Feet: Luke 7: 36-50
South Sudan Sign Language - Follow God How Story 49",PT5M32S,0:5:32,332.0
267,ZirBmueb23k,A Woman Washes Jesus' Feet - South Sudan Sign Language - FGH - Intro,"A Woman Washes Jesus' Feet: Luke 7: 36-50
South Sudan Sign Language - Follow God How Story 49",PT3M7S,0:3:7,187.0
268,khVy9hCLglA,A Woman Washes Jesus' Feet - South Sudan Sign Language - FGH - Topic,"A Woman Washes Jesus' Feet: Luke 7 : 36-50
South Sudan Sign Language - Follow God How Story 49",PT19S,0:0:19,19.0
269,xQslH1hm5OY,Jesus Heals a Roman Centurion's Servant - South Sudan Sign Language - FGH - Dialogue,"Jesus Heals a Roman Centurion's Servant: Matthew 8:5-13
South Sudan Sign Language - Follow God How Story 48",PT7M2S,0:7:2,422.0
270,tAvC8mU9iHQ,Jesus Heals a Roman Centurion's Servant - South Sudan Sign Language - FGH - Story,"Jesus Heals a Roman Centurion's Servant: Matthew 8:5-13
South Sudan Sign Language - Follow God How Story 48",PT4M18S,0:4:18,258.0
271,0noDdqCHQBw,Jesus Heals a Roman Centurion's Servant - South Sudan Sign Language - FGH - More Info,"Jesus Heals a Roman Centurion's Servant: Matthew 8:5-13
South Sudan Sign Language - Follow God How Story 48",PT3M5S,0:3:5,185.0
272,OHuxlT1CeXs,Jesus Heals a Roman Centurion's Servant - South Sudan Sign Language - FGH - Intro,"Jesus Heals a Roman Centurion's Servant: Matthew 8:5-13
South Sudan Sign Language - Follow God How Story 48",PT2M4S,0:2:4,124.0
273,C3iLAWOK_mM,Jesus Heals a Roman Centurion's Servant - South Sudan Sign Language - FGH - Topic,"Jesus Heals a Roman Centurion's Servant: Matthew 8:5-13
South Sudan Sign Language - Follow God How Story 48",PT16S,0:0:16,16.0
274,FY8q1l5RsxY,Jesus Calls Matthew the Tax Collector - South Sudan Sign Language - FGH - Dialogue,"Jesus Calls Matthew the Tax Collector: Mark 2:13-17
South Sudan Sign Language - Follow God How Story 47",PT6M53S,0:6:53,413.0
275,leA3iECegj8,Jesus Calls Matthew the Tax Collector - South Sudan Sign Language - FGH - More Info,"Jesus Calls Matthew the Tax Collector: Mark 2:13-17
South Sudan Sign Language - Follow God How Story 47",PT4M26S,0:4:26,266.0
276,038UC42FTg4,Jesus Calls Matthew the Tax Collector - South Sudan Sign Language - FGH - Story,"Jesus Calls Matthew the Tax Collector: Mark 2:13-17
South Sudan Sign Language - Follow God How Story 47",PT4M20S,0:4:20,260.0
277,ufpHYG2DchM,Jesus Calls Matthew the Tax Collector - South Sudan Sign Language - FGH - Intro,"Jesus Calls Matthew the Tax Collector: Mark 2:13-17
South Sudan Sign Language - Follow God How Story 47",PT2M37S,0:2:37,157.0
278,ZD8og_9f1zo,Jesus Calls Matthew the Tax Collector - South Sudan Sign Langauge - FGH - Topic,"Jesus Calls Matthew the Tax Collector: Mark 2:13-17
South Sudan Sign Language - Follow God How Story 47",PT13S,0:0:13,13.0
279,HgXNfTV0VY0,Jesus Heals a Paralytic Man - South Sudan Sign Language - FGH - Dialogue,"Jesus Heals a Paralytic Man: Mark 2:1-12
South Sudan Sign Language - Follow God How Story 46",PT8M,0:8:0,480.0
280,JmB4hKmoMqc,Jesus Heals a Paralytic Man - South Sudan Sign Language - FGH - Intro,"Jesus Heals a Paralytic Man: Mark 2:1-12
South Sudan Sign Language - Follow God How Story 46",PT3M12S,0:3:12,192.0
281,lpeMA2ndFB8,Jesus Heals a Paralytic Man - South Sudan Sign Language - FGH - More Info,"Jesus Heals a Paralytic Man: Mark 2:1-12
South Sudan Sign Language - Follow God How Story 46",PT2M9S,0:2:9,129.0
282,_yvSqnbg3Bo,Jesus Heals a Paralytic Man - South Sudan Sign Language - FGH - Story,"Jesus Heals a Paralytic Man: Mark 2:1-12
South Sudan Sign Language - Follow God How Story 46",PT4M13S,0:4:13,253.0
283,GWqMH7IYfec,Jesus Heals a Paralytic Man - South Sudan Sign Language - FGH - Topic,"Jesus Heals a Paralytic Man: Mark 2:1-12
South Sudan Sign Language - Follow God How Story 46",PT15S,0:0:15,15.0
284,-chC8jrsByw,Three Men Catch Many Fish - South Sudan Sign Language - FGH - Dialogue,"Three Men Catch Many Fish: Luke 5:1-11
South Sudan Sign Language - Follow God How Story 45",PT7M12S,0:7:12,432.0
285,IhjmrEeioEo,Three Men Catch Many Fish - South Sudan Sign Language - FGH - Story,"Three Men Catch Many Fish: Luke 5:1-11
South Sudan Sign Language - Follow God How Story 45",PT6M26S,0:6:26,386.0
286,qh7hLPZIrb8,Three Men Catch Many Fish - South Sudan Sign Language - FGH - Intro,"Three Men Catch Many Fish: Luke 5:1-11
South Sudan Sign Language - Follow God How Story 45",PT2M49S,0:2:49,169.0
287,pIpAdObneAQ,Three Men Catch Many Fish - South Sudan Sign Language - FGH - More Info,"Three Men Catch Many Fish: Luke 5:1-11
South Sudan Sign Language - Follow God How Story 45",PT3M15S,0:3:15,195.0
288,QdEXTJBhv28,Three Men Catch Many Fish - South Sudan Sign Language - FGH - Topic,"Three Men Catch Many Fish: Luke 5:1-11
South Sudan Sign Language - Follow God How Story 45",PT14S,0:0:14,14.0
289,E7Ps9oJa0Fg,The Samaritan Woman - South Sudan Sign Language - FGH - Story,"The Samaritan Woman: John 4:1-42
South Sudan Sign Language - Follow God How Story 44",PT13M46S,0:13:46,826.0
290,Vf2A0dkkBOs,The Samaritan Woman - South Sudan Sign Language - FGH - Dialogue,"The Samaritan Woman: John 4:1-42
South Sudan Sign Language - Follow God How Story 44",PT13M17S,0:13:17,797.0
291,mo3njIKdz1U,The Samaritan Woman - South Sudan Sign Language - FGH - More Info,"The Samaritan Woman: John 4:1-42
South Sudan Sign Language - Follow God How Story 44",PT10M6S,0:10:6,606.0
292,7gjcHMW_0Cs,The Samaritan Woman - South Sudan Sign Language - FGH - Intro,"The Samaritan Woman: John 4:1-42
South Sudan Sign Language - Follow God How Story 44",PT10M20S,0:10:20,620.0
293,3tizQMRYxdY,The Samaritan Woman - South Sudan Sign Language - FGH - Topic,"The Samaritan Woman: John 4:1-42
South Sudan Sign Language - Follow God How Story 44",PT22S,0:0:22,22.0
