,YouTubeID,Title,Description,Duration,Duration_HHMMSS,Duration_Seconds
123,Q0briBTJ26o,Topic - Jews Accept the Salvation of the Gentiles - Nigerian Sign Language,"Jews Accept the Salvation of the Gentiles - Acts 11:1-18
Nigerian Sign Language - CBT 086, SGH 011",PT22S,0:0:22,22.0
124,3w5wxBUG52Q,Dialogue - Paul Preaches in Jerusalem - Nigerian Sign Language,"Paul Preaches in Jerusalem - Acts 9:26-31
Nigerian Sign Language - CBT 085, SGH 010",PT5M31S,0:5:31,331.0
125,Yp1n4z-2auk,More Information - Paul Preaches in Jerusalem - Nigerian Sign Language,"Paul Preaches in Jerusalem - Acts 9:26-31
Nigerian Sign Language - CBT 085, SGH 010",PT3M40S,0:3:40,220.0
126,jbx_dVZK0dM,Story - Paul Preaches in Jerusalem - Nigerian Sign Language,"Paul Preaches in Jerusalem - Acts 9:26-31
Nigerian Sign Language - CBT 085, SGH 010",PT4M2S,0:4:2,242.0
127,FHlORT7Rc-g,Introduction - Paul Preaches in Jerusalem - Nigerian Sign Language,"Paul Preaches in Jerusalem - Acts 9:26-31
Nigerian Sign Language - CBT 085, SGH 010",PT3M46S,0:3:46,226.0
128,0w-wztkLWxU,Topic - Paul Preaches in Jerusalem - Nigerian Sign Language,"Paul Preaches in Jerusalem - Acts 9:26-31
Nigerian Sign Language - CBT 085, SGH 010",PT15S,0:0:15,15.0
129,J_uZwKuDmfk,Dialogue - Saul's Life is Changed and Follows Jesus - Nigerian Sign Language,"Saul's Life is Changed and Follows Jesus - Acts 9:1-25
Nigerian Sign Language - CBT 084, SGH 009",PT14M46S,0:14:46,886.0
130,_CH3J--QBP0,More Information - Saul's Life is Changed and Follows Jesus - Nigerian Sign Language,"Saul's Life is Changed and Follows Jesus - Acts 9:1-25
Nigerian Sign Language - CBT 084, SGH 009",PT8M30S,0:8:30,510.0
131,WmyGd8PUPv0,Story - Saul's Life is Changed and Follows Jesus - Nigerian Sign Language,"Saul's Life is Changed and Follows Jesus - Acts 9:1-25
Nigerian Sign Language - CBT 084, SGH 009",PT9M18S,0:9:18,558.0
132,l2Oj5AJs3tg,Introduction - Saul's Life is Changed and Follows Jesus - Nigerian Sign Language,"Saul's Life is Changed and Follows Jesus - Acts 9:1-25
Nigerian Sign Language - CBT 084, SGH 009",PT4M3S,0:4:3,243.0
133,JusdmlgXWBs,Topic - Saul's Life is Changed and Follows Jesus - Nigerian Sign Language,"Saul's Life is Changed and Follows Jesus - Acts 9:1-25
Nigerian Sign Language - CBT 084, SGH 009",PT16S,0:0:16,16.0
134,D7jaYAwNW7U,Dialogue - Philip and the Ethiopia Man - Nigerian Sign Language,"Philip and the Ethiopia Man - Acts 8:26-40
Sign Nigerian Sign Language - CBT 083, SGH 008",PT17M7S,0:17:7,1027.0
135,tgLDEj1ofUU,More Information - Philip and the Ethiopia Man - Nigerian Sign Language,"Philip and the Ethiopia Man - Acts 8:26-40
Sign Nigerian Sign Language - CBT 083, SGH 008",PT16M18S,0:16:18,978.0
136,IhCHACVCk8A,Story - Philip and the Ethiopia Man - Nigerian Sign Language,"Philip and the Ethiopia Man - Acts 8:26-40
Sign Nigerian Sign Language - CBT 083, SGH 008",PT8M10S,0:8:10,490.0
137,uPpHx6TsXEk,Introduction - Philip and the Ethiopia Man - Nigerian Sign Language,"Philip and the Ethiopia Man - Acts 8:26-40
Sign Nigerian Sign Language - CBT 083, SGH 008",PT5M35S,0:5:35,335.0
138,NLStN2iIcc8,Topic - Philip and the Ethiopia Man - Nigerian Sign Language,"Philip and the Ethiopia Man - Acts 8:26-40
Sign Nigerian Sign Language - CBT 083, SGH 008",PT18S,0:0:18,18.0
139,zsV9lM5WIeg,Dialogue - Stephen is Killed for Preaching the Gospel - Nigerian Sign Language,"Stephen is Killed for Preaching the Gospel - Acts 6:8-15, 7:1-60, 8:1
Nigerian Sign Language - CBT 082, SGH 007",PT13M32S,0:13:32,812.0
140,Us4WVxZqOz4,More Information - Stephen is Killed for Preaching the Gospel - Nigerian Sign Language,"Stephen is Killed for Preaching the Gospel - Acts 6:8-15, 7:1-60, 8:1
Nigerian Sign Language - CBT 082, SGH 007",PT5M4S,0:5:4,304.0
141,vwuu0SKXdiU,Story - Stephen is Killed for Preaching the Gospel - Nigerian Sign Language,"Stephen is Killed for Preaching the Gospel - Acts 6:8-15, 7:1-60, 8:1
Nigerian Sign Language - CBT 082, SGH 007",PT34M40S,0:34:40,2080.0
142,-0c8U-eYRSE,Introduction - Stephen is Killed for Preaching the Gospel - Nigerian Sign Language,"Stephen is Killed for Preaching the Gospel - Acts 6:8-15, 7:1-60, 8:1
Nigerian Sign Language - CBT 082, SGH 007",PT2M39S,0:2:39,159.0
143,eJ1tye3iZhQ,Topic - Stephen is Killed for Preaching the Gospel - Nigerian Sign Language,"Stephen is Killed for Preaching the Gospel - Acts 6:8-15, 7:1-60, 8:1
Nigerian Sign Language - CBT 082, SGH 007",PT17S,0:0:17,17.0
144,U6EJu0Sz9rQ,Dialogue - The Believers Choose Seven Men to Help the Church - Nigerian Sign Langauge,"The Believers Choose Seven Men to Help the Church - Acts 6:1-7
Nigerian Sign Language - CBT 081, SGH 006",PT8M21S,0:8:21,501.0
145,YikTozEGFBI,More Information - The Believers Choose Seven Men to Help the Church - Nigerian Sign Langauge,"The Believers Choose Seven Men to Help the Church - Acts 6:1-7
Nigerian Sign Language - CBT 081, SGH 006",PT6M53S,0:6:53,413.0
146,esDoPqFaCik,Story - The Believers Choose Seven Men to Help the Church - Nigerian Sign Langauge,"The Believers Choose Seven Men to Help the Church - Acts 6:1-7
Nigerian Sign Language - CBT 081, SGH 006",PT5M5S,0:5:5,305.0
147,c434OJgCq9c,Introduction - The Believers Choose Seven Men to Help the Church - Nigerian Sign Langauge,"The Believers Choose Seven Men to Help the Church - Acts 6:1-7
Nigerian Sign Language - CBT 081, SGH 006",PT3M36S,0:3:36,216.0
148,c8E6mCCrPgE,Topic - The Believers Choose Seven Men to Help the Church - Nigerian Sign Langauge,"The Believers Choose Seven Men to Help the Church - Acts 6:1-7
Nigerian Sign Language - CBT 081, SGH 006",PT18S,0:0:18,18.0
149,ji_Fqo2FFmM,Dialogue - The Lord's Angel Frees the Apostles from Prison - Nigerian Sign Language,"The Lord's Angel Frees the Apostles from Prison - Acts 5:12-42
Nigerian Sign Language - CBT 080, SGH 005",PT9M17S,0:9:17,557.0
150,BlmD4ARPfeM,More Information - The Lord's Angel Frees the Apostles from Prison - Nigerian Sign Language,"The Lord's Angel Frees the Apostles from Prison - Acts 5:12-42
Nigerian Sign Language - CBT 080, SGH 005",PT2M29S,0:2:29,149.0
151,vK6i0uS8Zk4,Story - The Lord's Angel Frees the Apostles from Prison - Nigerian Sign Language,"The Lord's Angel Frees the Apostles from Prison - Acts 5:12-42
Nigerian Sign Language - CBT 080, SGH 005",PT10M55S,0:10:55,655.0
152,XbkqX8JKNpw,Introduction - The Lord's Angel Frees the Apostles from Prison - Nigerian Sign Language,"The Lord's Angel Frees the Apostles from Prison - Acts 5:12-42
Nigerian Sign Language - CBT 080, SGH 005",PT3M23S,0:3:23,203.0
153,IVKaupjMTxc,Topic - The Lord's Angel Frees the Apostles from Prison - Nigerian Sign Language,"The Lord's Angel Frees the Apostles from Prison - Acts 5:12-42
Nigerian Sign Language - CBT 080, SGH 005",PT22S,0:0:22,22.0
154,abzzwXLO9IE,Dialogue - God Punishes Ananias & Sapphira for Telling a Lie - Nigerian Sign Language,"God Punishes Ananias & Sapphira for Telling a Lie - Acts 4:32-37, 5:1-11
Nigerian Sign Language - CBT 079, SGH 004",PT8M16S,0:8:16,496.0
155,vm11FuIaFEE,More Information - God Punishes Ananias & Sapphira for Telling a Lie - Nigerian Sign Language,"God Punishes Ananias & Sapphira for Telling a Lie - Acts 4:32-37, 5:1-11
Nigerian Sign Language - CBT 079, SGH 004",PT3M17S,0:3:17,197.0
156,QVfztNqE2xo,Story - God Punishes Ananias & Sapphira for Telling a Lie - Nigerian Sign Language,"God Punishes Ananias & Sapphira for Telling a Lie - Acts 4:32-37, 5:1-11
Nigerian Sign Language - CBT 079, SGH 004",PT7M39S,0:7:39,459.0
157,dlbXAwAhNII,Introduction - God Punishes Ananias & Sapphira for Telling a Lie - Nigerian Sign Language,"God Punishes Ananias & Sapphira for Telling a Lie - Acts 4:32-37, 5:1-11
Nigerian Sign Language - CBT 079, SGH 004",PT4M17S,0:4:17,257.0
158,KPOSxry6eKQ,Topic - God Punishes Ananias & Sapphira for Telling a Lie - Nigerian Sign Language,"God Punishes Ananias & Sapphira for Telling a Lie - Acts 4:32-37, 5:1-11
Nigerian Sign Language - CBT 079, SGH 004",PT15S,0:0:15,15.0
159,BdbTAYhXZXM,"Dialogue - Lame Man Healed & Peter, John Arrested - Nigerian Sign Language","Lame Man Healed & Peter, John Arrested - Acts 3:1-26, 4:1-31
Nigerian Sign Language - CBT 078, SGH 003",PT14M45S,0:14:45,885.0
160,O-uVlQEZREc,"More Information - Lame Man Healed & Peter, John Arrested - Nigerian Sign Language","Lame Man Healed & Peter, John Arrested - Acts 3:1-26, 4:1-31
Nigerian Sign Language - CBT 078, SGH 003",PT3M20S,0:3:20,200.0
161,SvrXalYmR2I,"Story - Lame Man Healed & Peter, John Arrested - Nigerian Sign Language","Lame Man Healed & Peter, John Arrested - Acts 3:1-26, 4:1-31
Nigerian Sign Language - CBT 078, SGH 003",PT21M21S,0:21:21,1281.0
162,adOxrAsI3B4,"Introduction - Lame Man Healed & Peter, John Arrested - Nigerian Sign Language","Lame Man Healed & Peter, John Arrested - Acts 3:1-26, 4:1-31
Nigerian Sign Language - CBT 078, SGH 003",PT5M19S,0:5:19,319.0
163,vjZvqiNHeuE,"Topic - Lame Man Healed & Peter, John Arrested - Nigerian Sign Language","Lame Man Healed & Peter, John Arrested - Acts 3:1-26, 4:1-31
Nigerian Sign Language - CBT 078, SGH 003",PT21S,0:0:21,21.0
164,TUEvWhYPbvE,Dialogue - Believers' Fellowship - Nigerian Sign Language,"Believers' Fellowship - Acts 2:42-47
Nigerian Sign Language - CBT 077, KGH 032, FGH 077, SGH 002",PT4M11S,0:4:11,251.0
165,itSEUDV_iKM,More Information - Believers' Fellowship - Nigerian Sign Language,"Believers' Fellowship - Acts 2:42-47
Nigerian Sign Language - CBT 077, KGH 032, FGH 077, SGH 002",PT4M23S,0:4:23,263.0
166,w3SiKtdFkpQ,Story - Believers' Fellowship - Nigerian Sign Language,"Believers' Fellowship - Acts 2:42-47
Nigerian Sign Language - CBT 077, KGH 032, FGH 077, SGH 002",PT2M27S,0:2:27,147.0
167,G4IAkz1NrIU,Introduction - Believers' Fellowship - Nigerian Sign Language,"Believers' Fellowship - Acts 2:42-47
Nigerian Sign Language - CBT 077, KGH 032, FGH 077, SGH 002",PT1M36S,0:1:36,96.0
168,akqtVD2LrEA,Topic - Believers' Fellowship - Nigerian Sign Language,"Believers' Fellowship - Acts 2:42-47
Nigerian Sign Language - CBT 077, KGH 032, FGH 077, SGH 002",PT18S,0:0:18,18.0
169,WQJvW6gTM3k,Dialogue - God Sends the Holy Spirit - Nigerian Sign Language,"God Sends the Holy Spirit - Acts 2:1-41
Nigerian Sign Langauge - CBT 076, KGH 031, FGH 076, SGH 001",PT13M48S,0:13:48,828.0
170,ceONFbRqk4A,More Information - God Sends the Holy Spirit - Nigerian Sign Language,"God Sends the Holy Spirit - Acts 2:1-41
Nigerian Sign Langauge - CBT 076, KGH 031, FGH 076, SGH 001",PT1M42S,0:1:42,102.0
171,oH06n1i-0jM,Story - God Sends the Holy Spirit - Nigerian Sign Language,"God Sends the Holy Spirit - Acts 2:1-41
Nigerian Sign Langauge - CBT 076, KGH 031, FGH 076, SGH 001",PT11M27S,0:11:27,687.0
172,FI7hlfI_cY4,Introduction - God Sends the Holy Spirit - Nigerian Sign Language,"God Sends the Holy Spirit - Acts 2:1-41
Nigerian Sign Langauge - CBT 076, KGH 031, FGH 076, SGH 001",PT2M14S,0:2:14,134.0
173,Z_qaq7LG4IE,Topic - God Sends the Holy Spirit - Nigerian Sign Language,"God Sends the Holy Spirit - Acts 2:1-41
Nigerian Sign Langauge - CBT 076, KGH 031, FGH 076, SGH 001",PT17S,0:0:17,17.0
174,vh85XTgL608,Dialogue - Jesus Commissions the Disciples and Goes to Heaven - Nigerian Sign Language,"Jesus Commissions the Disciples and Goes to Heaven - Matthew 28:16-20; Acts 1:4-12
Nigerian Sign Language - CBT 075, KGH 030, FGH 075",PT12M19S,0:12:19,739.0
175,QAekJF8ePrU,More Information - Jesus Commissions the Disciples and Goes to Heaven - Nigerian Sign Language,"Jesus Commissions the Disciples and Goes to Heaven - Matthew 28:16-20; Acts 1:4-12
Nigerian Sign Language - CBT 075, KGH 030, FGH 075",PT2M11S,0:2:11,131.0
176,f_S4ULZ-bXA,Story - Jesus Commissions the Disciples and Goes to Heaven - Nigerian Sign Language,"Jesus Commissions the Disciples and Goes to Heaven - Matthew 28:16-20; Acts 1:4-12
Nigerian Sign Language - CBT 075, KGH 030, FGH 075",PT5M17S,0:5:17,317.0
177,HhJxNUzU2TE,Introduction - Jesus Commissions the Disciples and Goes to Heaven - Nigerian Sign Language,"Jesus Commissions the Disciples and Goes to Heaven - Matthew 28:16-20; Acts 1:4-12
Nigerian Sign Language - CBT 075, KGH 030, FGH 075",PT1M53S,0:1:53,113.0
178,q5xQ0kizHek,Topic - Jesus Commissions the Disciples and Goes to Heaven - Nigerian Sign Language,"Jesus Commissions the Disciples and Goes to Heaven - Matthew 28:16-20; Acts 1:4-12
Nigerian Sign Language - CBT 075, KGH 030, FGH 075",PT25S,0:0:25,25.0
179,aKqWis03JRo,Dialogue - Jesus Appears to The Disciples - Nigerian Sign Language,"Jesus Appears to The Disciples - John 20:19-29
Nigerian Sign Language - CBT 074, FGH 074",PT2M36S,0:2:36,156.0
180,EmsCsYVN6l8,More Information - Jesus Appears to The Disciples - Nigerian Sign Language,"Jesus Appears to The Disciples - John 20:19-29
Nigerian Sign Language - CBT 074, FGH 074",PT1M48S,0:1:48,108.0
181,ctIdaa9tkGY,Story - Jesus Appears to The Disciples - Nigerian Sign Language,"Jesus Appears to The Disciples - John 20:19-29
Nigerian Sign Language - CBT 074, FGH 074",PT5M31S,0:5:31,331.0
182,aK91E36jk20,Introduction - Jesus Appears to The Disciples - Nigerian Sign Language,"Jesus Appears to The Disciples - John 20:19-29
Nigerian Sign Language - CBT 074, FGH 074",PT2M36S,0:2:36,156.0
183,zqVL90wkbjQ,Topic - Jesus Appears to The Disciples - Nigerian Sign Language,"Jesus Appears to The Disciples - John 20:19-29
Nigerian Sign Language - CBT 074, FGH 074",PT17S,0:0:17,17.0
184,yhPsi6z8Nok,Dialogue - Jesus Meets Two Followers on the Road to Emmaus - Nigerian Sign Language,"Jesus Meets Two Followers on the Road to Emmaus - Luke 24:13-35
Nigerian Sign Language - CBT 073, FGH 073",PT8M36S,0:8:36,516.0
185,efsxO9B4nlo,More Information - Jesus Meets Two Followers on the Road to Emmaus - Nigerian Sign Language,"Jesus Meets Two Followers on the Road to Emmaus - Luke 24:13-35
Nigerian Sign Language - CBT 073, FGH 073",PT2M26S,0:2:26,146.0
186,NrolQAYETOA,Story - Jesus Meets Two Followers on the Road to Emmaus - Nigerian Sign Language,"Jesus Meets Two Followers on the Road to Emmaus - Luke 24:13-35
Nigerian Sign Language - CBT 073, FGH 073",PT8M59S,0:8:59,539.0
187,S-2dhr9wxGI,Introduction - Jesus Meets Two Followers on the Road to Emmaus - Nigerian Sign Language,"Jesus Meets Two Followers on the Road to Emmaus - Luke 24:13-35
Nigerian Sign Language - CBT 073, FGH 073",PT3M12S,0:3:12,192.0
188,jKOhCMohuPo,Topic - Jesus Meets Two Followers on the Road to Emmaus - Nigerian Sign Language,"Jesus Meets Two Followers on the Road to Emmaus - Luke 24:13-35
Nigerian Sign Language - CBT 073, FGH 073",PT25S,0:0:25,25.0
189,wygz3rluY6U,Dialogue - Jesus' Resurrection - Nigerian Sign Language,"Jesus' Resurrection - Matthew 28:1-4; John 20:1-18
Nigerian Sign Language - CBT 072, KGH 029, FGH 072",PT6M12S,0:6:12,372.0
190,4oLDJDSRwoM,More Information - Jesus' Resurrection - Nigerian Sign Language,"Jesus' Resurrection - Matthew 28:1-4; John 20:1-18
Nigerian Sign Language - CBT 072, KGH 029, FGH 072",PT2M5S,0:2:5,125.0
191,zutcYuhPYow,Story - Jesus' Resurrection - Nigerian Sign Language,"Jesus' Resurrection - Matthew 28:1-4; John 20:1-18
Nigerian Sign Language - CBT 072, KGH 029, FGH 072",PT5M59S,0:5:59,359.0
192,qv_hJi5Qnuo,Introduction - Jesus' Resurrection - Nigerian Sign Language,"Jesus' Resurrection - Matthew 28:1-4; John 20:1-18
Nigerian Sign Language - CBT 072, KGH 029, FGH 072",PT4M35S,0:4:35,275.0
193,dZ4gdkVdGbE,Topic - Jesus' Resurrection - Nigerian Sign Language,"Jesus' Resurrection - Matthew 28:1-4; John 20:1-18
Nigerian Sign Language - CBT 072, KGH 029, FGH 072",PT14S,0:0:14,14.0
194,BPH3weksKaI,Dialogue - Jesus is Crucified - Nigerian Sign Language,"Jesus is Crucified - Matthew 27:32-43; Luke 23:34, 39-43; Matthew 27:45-56; John 19:31-42, 27:60-66
Nigerian Sign Language - CBT 071, KGH 028, FGH 071",PT14M57S,0:14:57,897.0
195,OjlkWbu-6NE,More Information - Jesus is Crucified - Nigerian Sign Language,"Jesus is Crucified - Matthew 27:32-43; Luke 23:34, 39-43; Matthew 27:45-56; John 19:31-42, 27:60-66
Nigerian Sign Language - CBT 071, KGH 028, FGH 071",PT7M32S,0:7:32,452.0
196,D7AW2fgPHps,Story - Jesus is Crucified - Nigerian Sign Language,"Jesus is Crucified - Matthew 27:32-43; Luke 23:34, 39-43; Matthew 27:45-56; John 19:31-42, 27:60-66
Nigerian Sign Language - CBT 071, KGH 028, FGH 071",PT13M26S,0:13:26,806.0
197,EAXLmPxTR9E,Introduction - Jesus is Crucified - Nigerian Sign Language,"Jesus is Crucified - Matthew 27:32-43; Luke 23:34, 39-43; Matthew 27:45-56; John 19:31-42, 27:60-66
Nigerian Sign Language - CBT 071, KGH 028, FGH 071",PT3M30S,0:3:30,210.0
198,YsOF7XXOJgE,Topic - Jesus is Crucified - Nigerian Sign Language,"Jesus is Crucified - Matthew 27:32-43; Luke 23:34, 39-43; Matthew 27:45-56; John 19:31-42, 27:60-66
Nigerian Sign Language - CBT 071, KGH 028, FGH 071",PT18S,0:0:18,18.0
199,vsDnFrUZ7vs,Dialogue - Pilate and Herod Question Jesus - Nigerian Sign Language,"Pilate and Herod Question Jesus - Luke 23:1-16; Matthew 27:15-31
Nigerian Sign Language - CBT 070, KGH 027, FGH 070",PT17M43S,0:17:43,1063.0
200,CLd9TfZ5z_M,More Information - Pilate and Herod Question Jesus - Nigerian Sign Language,"Pilate and Herod Question Jesus - Luke 23:1-16; Matthew 27:15-31
Nigerian Sign Language - CBT 070, KGH 027, FGH 070",PT3M32S,0:3:32,212.0
201,_HiKPXdIpxs,Story - Pilate and Herod Question Jesus - Nigerian Sign Language,"Pilate and Herod Question Jesus - Luke 23:1-16; Matthew 27:15-31
Nigerian Sign Language - CBT 070, KGH 027, FGH 070",PT11M32S,0:11:32,692.0
202,zz0GRw29kuc,Introduction - Pilate and Herod Question Jesus - Nigerian Sign Language,"Pilate and Herod Question Jesus - Luke 23:1-16; Matthew 27:15-31
Nigerian Sign Language - CBT 070, KGH 027, FGH 070",PT6M6S,0:6:6,366.0
203,Xur4dEqpa9A,Topic - Pilate and Herod Question Jesus - Nigerian Sign Language,"Pilate and Herod Question Jesus - Luke 23:1-16; Matthew 27:15-31
Nigerian Sign Language - CBT 070, KGH 027, FGH 070",PT21S,0:0:21,21.0
204,62P_v786T2A,Dialogue - Jewish Leaders Question Jesus - Nigerian Sign Language,"Jewish Leaders Question Jesus - Matthew 26:47-75, 27:1-5
Nigerian Sign Langauge - CBT 069, KGH 026, FGH 069",PT11M18S,0:11:18,678.0
205,8NBWtM1qeZE,More Information - Jewish Leaders Question Jesus - Nigerian Sign Language,"Jewish Leaders Question Jesus - Matthew 26:47-75, 27:1-5
Nigerian Sign Langauge - CBT 069, KGH 026, FGH 069",PT1M48S,0:1:48,108.0
206,rMn3XSstEdg,Story - Jewish Leaders Question Jesus - Nigerian Sign Language,"Jewish Leaders Question Jesus - Matthew 26:47-75, 27:1-5
Nigerian Sign Langauge - CBT 069, KGH 026, FGH 069",PT10M3S,0:10:3,603.0
207,ABSeGdyrd0s,Introduction - Jewish Leaders Question Jesus - Nigerian Sign Language,"Jewish Leaders Question Jesus - Matthew 26:47-75, 27:1-5
Nigerian Sign Langauge - CBT 069, KGH 026, FGH 069",PT2M17S,0:2:17,137.0
208,tuHDn3KAU50,Topic - Jewish Leaders Question Jesus - Nigerian Sign Language,"Jewish Leaders Question Jesus - Matthew 26:47-75, 27:1-5
Nigerian Sign Langauge - CBT 069, KGH 026, FGH 069",PT25S,0:0:25,25.0
209,np02VY-lOw8,Dialogue - Jesus Prays in Gethsemane - Nigerian Sign Language,"Jesus Prays in Gethsemane - Matthew 26:36-46
Nigerian Sign Language - CBT 068, FGH 068",PT2M52S,0:2:52,172.0
210,Fcfo-KNnkfE,More Information - Jesus Prays in Gethsemane - Nigerian Sign Language,"Jesus Prays in Gethsemane - Matthew 26:36-46
Nigerian Sign Language - CBT 068, FGH 068",PT5M16S,0:5:16,316.0
211,UNg8G84gMo4,Story - Jesus Prays in Gethsemane - Nigerian Sign Language,"Jesus Prays in Gethsemane - Matthew 26:36-46
Nigerian Sign Language - CBT 068, FGH 068",PT4M8S,0:4:8,248.0
212,2oezqo7MXrc,Introduction - Jesus Prays in Gethsemane - Nigerian Sign Language,"Jesus Prays in Gethsemane - Matthew 26:36-46
Nigerian Sign Language - CBT 068, FGH 068",PT2M15S,0:2:15,135.0
213,DYDC3aIwU_g,Topic - Jesus Prays in Gethsemane - Nigerian Sign Language,"Jesus Prays in Gethsemane - Matthew 26:36-46
Nigerian Sign Language - CBT 068, FGH 068",PT23S,0:0:23,23.0
214,bzWv-yMnbfg,Dialogue - Jesus is the True Vine - Nigerian Sign Language,"Jesus is the True Vine - John 15:1-8
Nigerian Sign Language - CBT 067, FGH 067",PT10M4S,0:10:4,604.0
215,R2cm-pFAWVg,More Information - Jesus is the True Vine - Nigerian Sign Language,"Jesus is the True Vine - John 15:1-8
Nigerian Sign Language - CBT 067, FGH 067",PT7M52S,0:7:52,472.0
216,PSUl1Yd4jhc,Story - Jesus is the True Vine - Nigerian Sign Language,"Jesus is the True Vine - John 15:1-8
Nigerian Sign Language - CBT 067, FGH 067",PT3M58S,0:3:58,238.0
217,roDIwcW_0ok,Introduction - Jesus is the True Vine - Nigerian Sign Language,"Jesus is the True Vine - John 15:1-8
Nigerian Sign Language - CBT 067, FGH 067",PT1M6S,0:1:6,66.0
218,emj0WcjL_rM,Topic - Jesus is the True Vine - Nigerian Sign Language,"Jesus is the True Vine - John 15:1-8
Nigerian Sign Language - CBT 067, FGH 067",PT21S,0:0:21,21.0
219,LBmy6z6-wt4,Dialogue - The Last Supper (The Lord's Supper) - Nigerian Sign Language,"The Last Supper (The Lord's Supper) - Luke 22:1-13; Matthew 26:20-35
Nigerian Sign Language - CBT 066, KGH 025, FGH 066",PT7M57S,0:7:57,477.0
220,atrwWzuqd1k,More Information - The Last Supper (The Lord's Supper) - Nigerian Sign Language,"The Last Supper (The Lord's Supper) - Luke 22:1-13; Matthew 26:20-35
Nigerian Sign Language - CBT 066, KGH 025, FGH 066",PT2M20S,0:2:20,140.0
221,FtaP1woji10,Story - The Last Supper (The Lord's Supper) - Nigerian Sign Language,"The Last Supper (The Lord's Supper) - Luke 22:1-13; Matthew 26:20-35
Nigerian Sign Language - CBT 066, KGH 025, FGH 066",PT8M23S,0:8:23,503.0
222,KetMtYhvJ20,Introduction - The Last Supper (The Lord's Supper) - Nigerian Sign Language,"The Last Supper (The Lord's Supper) - Luke 22:1-13; Matthew 26:20-35
Nigerian Sign Language - CBT 066, KGH 025, FGH 066",PT3M50S,0:3:50,230.0
223,7KnEDsxSI1w,Topic - The Last Supper (The Lord's Supper) - Nigerian Sign Language,"The Last Supper (The Lord's Supper) - Luke 22:1-13; Matthew 26:20-35
Nigerian Sign Language - CBT 066, KGH 025, FGH 066",PT20S,0:0:20,20.0
224,wZHSxT5hiDg,Dialogue - Jesus Visits Zacchaeus - Nigerian Sign Language,"Jesus Visits Zacchaeus - Luke 19:1-10
Nigerian Sign Language - CBT 065, FGH 065",PT10M1S,0:10:1,601.0
225,AXm89htVQok,More Information - Jesus Visits Zacchaeus - Nigerian Sign Language,"Jesus Visits Zacchaeus - Luke 19:1-10
Nigerian Sign Language - CBT 065, FGH 065",PT1M36S,0:1:36,96.0
226,l3PExd_5VLA,Story - Jesus Visits Zacchaeus - Nigerian Sign Language,"Jesus Visits Zacchaeus - Luke 19:1-10
Nigerian Sign Language - CBT 065, FGH 065",PT2M54S,0:2:54,174.0
227,G4QCuAhz9Kg,Introduction - Jesus Visits Zacchaeus - Nigerian Sign Language,"Jesus Visits Zacchaeus - Luke 19:1-10
Nigerian Sign Language - CBT 065, FGH 065",PT2M29S,0:2:29,149.0
228,f9zPcLi4qrE,Topic - Jesus Visits Zacchaeus - Nigerian Sign Language,"Jesus Visits Zacchaeus - Luke 19:1-10
Nigerian Sign Language - CBT 065, FGH 065",PT19S,0:0:19,19.0
229,w2WT-y9zgm0,Dialogue - Divorce - Nigerian Sign Language,"Divorce - Matthew 19:3-9
Nigerian Sign Language - CBT 064, FGH 064",PT7M48S,0:7:48,468.0
230,j88Ay7Hs55c,Story - Divorce - Nigerian Sign Language,"Divorce - Matthew 19:3-9
Nigerian Sign Language - CBT 064, FGH 064",PT3M45S,0:3:45,225.0
231,3kxWvlEnNN4,Introduction - Divorce - Nigerian Sign Language,"Divorce - Matthew 19:3-9
Nigerian Sign Language - CBT 064, FGH 064",PT1M9S,0:1:9,69.0
232,gn_ibExzhH8,Topic - Divorce - Nigerian Sign Language,"Divorce - Matthew 19:3-9
Nigerian Sign Language - CBT 064, FGH 064",PT18S,0:0:18,18.0
233,FHNRFxgl8no,Dialogue - Jesus Raises Lazarus from the Dead - Nigerian Sign Language,"Jesus Raises Lazarus from the Dead - John 11:1-53
Nigerian Sign Language - CBT 063, FGH 063",PT6M19S,0:6:19,379.0
234,ymvReNVk0Sw,More Information - Jesus Raises Lazarus from the Dead - Nigerian Sign Language,"Jesus Raises Lazarus from the Dead - John 11:1-53
Nigerian Sign Language - CBT 063, FGH 063",PT4M36S,0:4:36,276.0
235,cnu7SwnL_KM,Story - Jesus Raises Lazarus from the Dead - Nigerian Sign Language,"Jesus Raises Lazarus from the Dead - John 11:1-53
Nigerian Sign Language - CBT 063, FGH 063",PT19M31S,0:19:31,1171.0
236,9CNkHFXBE70,Introduction - Jesus Raises Lazarus from the Dead - Nigerian Sign Language,"Jesus Raises Lazarus from the Dead - John 11:1-53
Nigerian Sign Language - CBT 063, FGH 063",PT5M27S,0:5:27,327.0
237,bQBvCiM1q3M,Topic - Jesus Raises Lazarus from the Dead - Nigerian Sign Language,"Jesus Raises Lazarus from the Dead - John 11:1-53
Nigerian Sign Language - CBT 063, FGH 063",PT19S,0:0:19,19.0
238,7cSAo_Gpf-0,Dialogue - Jesus Tells a Story about the Rich Man & Lazarus - Nigerian Sign Language,"Jesus Tells a Story about the Rich Man & Lazarus - Luke 16:19-31
Nigerian Sign Langauge - CBT 062, KGH 024, FGH 062",PT10M47S,0:10:47,647.0
